district,division,month,month_name,total_area_km2,water_area_km2,water_fraction,year,water_area_calibrated_km2,season
Bagerhat,Khulna,5,May,3965.62,62.82,0.015842,2015,145.4,Pre-Monsoon (Mar-May)
Bandarban,Chittagong,5,May,5000.66,0.22,4.3e-05,2015,0.5,Pre-Monsoon (Mar-May)
Barguna,Barisal,5,May,1547.28,87.68,0.056665,2015,202.9,Pre-Monsoon (Mar-May)
Barisal,Barisal,5,May,2767.25,409.88,0.148119,2015,948.5,Pre-Monsoon (Mar-May)
Bhola,Barisal,5,May,2471.69,630.62,0.255137,2015,1459.4,Pre-Monsoon (Mar-May)
Bogra,Rajshahi,5,May,3233.63,137.38,0.042486,2015,317.9,Pre-Monsoon (Mar-May)
Brahamanbaria,Chittagong,5,May,2104.07,65.33,0.031048,2015,151.2,Pre-Monsoon (Mar-May)
Chandpur,Chittagong,5,May,1864.17,244.42,0.131113,2015,565.6,Pre-Monsoon (Mar-May)
Chittagong,Chittagong,5,May,4736.75,70.22,0.014824,2015,162.5,Pre-Monsoon (Mar-May)
Chuadanga,Khulna,5,May,1233.0,1.84,0.001493,2015,4.3,Pre-Monsoon (Mar-May)
Comilla,Chittagong,5,May,3351.85,17.56,0.00524,2015,40.6,Pre-Monsoon (Mar-May)
Cox's Bazar,Chittagong,5,May,2206.6,34.16,0.015479,2015,79.1,Pre-Monsoon (Mar-May)
Dhaka,Dhaka,5,May,1611.18,31.18,0.019353,2015,72.2,Pre-Monsoon (Mar-May)
Dinajpur,Rangpur,5,May,3829.09,1.55,0.000405,2015,3.6,Pre-Monsoon (Mar-May)
Faridpur,Dhaka,5,May,2227.54,74.65,0.033511,2015,172.8,Pre-Monsoon (Mar-May)
Feni,Chittagong,5,May,960.78,3.12,0.003246,2015,7.2,Pre-Monsoon (Mar-May)
Gaibandha,Rangpur,5,May,2410.25,156.79,0.06505,2015,362.8,Pre-Monsoon (Mar-May)
Gazipur,Dhaka,5,May,1940.74,10.15,0.005228,2015,23.5,Pre-Monsoon (Mar-May)
Gopalganj,Dhaka,5,May,1602.77,9.04,0.005639,2015,20.9,Pre-Monsoon (Mar-May)
Habiganj,Sylhet,5,May,2857.81,40.01,0.013999,2015,92.6,Pre-Monsoon (Mar-May)
Jamalpur,Dhaka,5,May,2272.36,75.02,0.033016,2015,173.6,Pre-Monsoon (Mar-May)
Jessore,Khulna,5,May,2784.67,16.82,0.00604,2015,38.9,Pre-Monsoon (Mar-May)
Jhalokati,Barisal,5,May,807.93,25.27,0.031281,2015,58.5,Pre-Monsoon (Mar-May)
Jhenaidah,Khulna,5,May,2143.27,8.24,0.003843,2015,19.1,Pre-Monsoon (Mar-May)
Joypurhat,Rajshahi,5,May,1081.54,0.2,0.000185,2015,0.5,Pre-Monsoon (Mar-May)
Khagrachhari,Chittagong,5,May,3108.48,0.08,2.6e-05,2015,0.2,Pre-Monsoon (Mar-May)
Khulna,Khulna,5,May,3868.06,137.02,0.035424,2015,317.1,Pre-Monsoon (Mar-May)
Kishoreganj,Dhaka,5,May,2821.62,178.92,0.063412,2015,414.1,Pre-Monsoon (Mar-May)
Kurigram,Rangpur,5,May,2481.86,253.64,0.1022,2015,587.0,Pre-Monsoon (Mar-May)
Kushtia,Khulna,5,May,1830.28,18.37,0.010038,2015,42.5,Pre-Monsoon (Mar-May)
Lakshmipur,Chittagong,5,May,1573.07,281.97,0.179246,2015,652.5,Pre-Monsoon (Mar-May)
Lalmonirhat,Rangpur,5,May,1381.75,8.0,0.00579,2015,18.5,Pre-Monsoon (Mar-May)
Madaripur,Dhaka,5,May,1257.23,42.7,0.033965,2015,98.8,Pre-Monsoon (Mar-May)
Magura,Khulna,5,May,1143.98,7.17,0.006269,2015,16.6,Pre-Monsoon (Mar-May)
Manikganj,Dhaka,5,May,1531.92,118.18,0.077143,2015,273.5,Pre-Monsoon (Mar-May)
Maulvibazar,Sylhet,5,May,2819.05,35.66,0.01265,2015,82.5,Pre-Monsoon (Mar-May)
Meherpur,Khulna,5,May,732.79,0.42,0.000573,2015,1.0,Pre-Monsoon (Mar-May)
Munshiganj,Dhaka,5,May,1036.66,70.92,0.06841,2015,164.1,Pre-Monsoon (Mar-May)
Mymensingh,Dhaka,5,May,4784.19,14.29,0.002986,2015,33.1,Pre-Monsoon (Mar-May)
Naogaon,Rajshahi,5,May,3824.58,7.82,0.002045,2015,18.1,Pre-Monsoon (Mar-May)
Narail,Khulna,5,May,1072.86,17.11,0.015945,2015,39.6,Pre-Monsoon (Mar-May)
Narayanganj,Dhaka,5,May,832.16,31.59,0.037962,2015,73.1,Pre-Monsoon (Mar-May)
Narsingdi,Dhaka,5,May,1281.34,57.76,0.045081,2015,133.7,Pre-Monsoon (Mar-May)
Natore,Rajshahi,5,May,2101.7,3.04,0.001447,2015,7.0,Pre-Monsoon (Mar-May)
Nawabganj,Rajshahi,5,May,1804.38,44.13,0.024458,2015,102.1,Pre-Monsoon (Mar-May)
Netrakona,Dhaka,5,May,3089.39,186.81,0.060469,2015,432.3,Pre-Monsoon (Mar-May)
Nilphamari,Rangpur,5,May,1836.84,5.84,0.003179,2015,13.5,Pre-Monsoon (Mar-May)
Noakhali,Chittagong,5,May,2642.03,92.67,0.035074,2015,214.5,Pre-Monsoon (Mar-May)
Pabna,Rajshahi,5,May,2634.14,60.33,0.022904,2015,139.6,Pre-Monsoon (Mar-May)
Panchagarh,Rangpur,5,May,1548.93,0.64,0.000411,2015,1.5,Pre-Monsoon (Mar-May)
Patuakhali,Barisal,5,May,2730.09,179.31,0.065678,2015,415.0,Pre-Monsoon (Mar-May)
Pirojpur,Barisal,5,May,1365.69,54.25,0.039725,2015,125.5,Pre-Monsoon (Mar-May)
Rajbari,Dhaka,5,May,1249.73,80.59,0.064483,2015,186.5,Pre-Monsoon (Mar-May)
Rajshahi,Rajshahi,5,May,2664.72,34.79,0.013055,2015,80.5,Pre-Monsoon (Mar-May)
Rangamati,Chittagong,5,May,6226.79,182.81,0.029359,2015,423.1,Pre-Monsoon (Mar-May)
Rangpur,Rangpur,5,May,2572.65,2.0,0.000779,2015,4.6,Pre-Monsoon (Mar-May)
Satkhira,Khulna,5,May,3543.74,290.93,0.082097,2015,673.3,Pre-Monsoon (Mar-May)
Shariatpur,Dhaka,5,May,1362.06,170.83,0.125416,2015,395.3,Pre-Monsoon (Mar-May)
Sherpur,Dhaka,5,May,1455.19,2.48,0.001702,2015,5.7,Pre-Monsoon (Mar-May)
Sirajganj,Rajshahi,5,May,2755.65,239.52,0.086921,2015,554.3,Pre-Monsoon (Mar-May)
Sunamganj,Sylhet,5,May,4043.04,667.04,0.164985,2015,1543.7,Pre-Monsoon (Mar-May)
Sylhet,Sylhet,5,May,3847.75,61.38,0.015951,2015,142.0,Pre-Monsoon (Mar-May)
Tangail,Dhaka,5,May,3707.07,81.62,0.022018,2015,188.9,Pre-Monsoon (Mar-May)
Thakurgaon,Rangpur,5,May,2008.93,0.28,0.000139,2015,0.6,Pre-Monsoon (Mar-May)
Bagerhat,Khulna,6,June,3965.62,268.08,0.067602,2015,620.4,Monsoon (Jun-Sep)
Bandarban,Chittagong,6,June,5000.66,0.12,2.5e-05,2015,0.3,Monsoon (Jun-Sep)
Barguna,Barisal,6,June,1547.28,260.7,0.168491,2015,603.3,Monsoon (Jun-Sep)
Barisal,Barisal,6,June,2767.25,471.0,0.170205,2015,1090.0,Monsoon (Jun-Sep)
Bhola,Barisal,6,June,2471.69,715.4,0.289435,2015,1655.6,Monsoon (Jun-Sep)
Bogra,Rajshahi,6,June,3233.63,26.95,0.008335,2015,62.4,Monsoon (Jun-Sep)
Brahamanbaria,Chittagong,6,June,2104.07,471.69,0.224181,2015,1091.6,Monsoon (Jun-Sep)
Chandpur,Chittagong,6,June,1864.17,178.12,0.095549,2015,412.2,Monsoon (Jun-Sep)
Chittagong,Chittagong,6,June,4736.75,99.87,0.021085,2015,231.1,Monsoon (Jun-Sep)
Chuadanga,Khulna,6,June,1233.0,2.48,0.002012,2015,5.7,Monsoon (Jun-Sep)
Comilla,Chittagong,6,June,3351.85,76.07,0.022693,2015,176.0,Monsoon (Jun-Sep)
Cox's Bazar,Chittagong,6,June,2206.6,60.19,0.027277,2015,139.3,Monsoon (Jun-Sep)
Dhaka,Dhaka,6,June,1611.18,22.04,0.013677,2015,51.0,Monsoon (Jun-Sep)
Dinajpur,Rangpur,6,June,3829.09,4.76,0.001242,2015,11.0,Monsoon (Jun-Sep)
Faridpur,Dhaka,6,June,2227.54,10.86,0.004877,2015,25.1,Monsoon (Jun-Sep)
Feni,Chittagong,6,June,960.78,5.06,0.005264,2015,11.7,Monsoon (Jun-Sep)
Gaibandha,Rangpur,6,June,2410.25,27.68,0.011486,2015,64.1,Monsoon (Jun-Sep)
Gazipur,Dhaka,6,June,1940.74,54.35,0.028004,2015,125.8,Monsoon (Jun-Sep)
Gopalganj,Dhaka,6,June,1602.77,31.54,0.019679,2015,73.0,Monsoon (Jun-Sep)
Habiganj,Sylhet,6,June,2857.81,507.32,0.177519,2015,1174.0,Monsoon (Jun-Sep)
Jamalpur,Dhaka,6,June,2272.36,17.07,0.007514,2015,39.5,Monsoon (Jun-Sep)
Jessore,Khulna,6,June,2784.67,23.7,0.008512,2015,54.8,Monsoon (Jun-Sep)
Jhalokati,Barisal,6,June,807.93,82.49,0.102097,2015,190.9,Monsoon (Jun-Sep)
Jhenaidah,Khulna,6,June,2143.29,7.14,0.003333,2015,16.5,Monsoon (Jun-Sep)
Joypurhat,Rajshahi,6,June,1081.54,0.09,8.3e-05,2015,0.2,Monsoon (Jun-Sep)
Khagrachhari,Chittagong,6,June,3108.48,0.76,0.000244,2015,1.8,Monsoon (Jun-Sep)
Khulna,Khulna,6,June,3868.06,139.1,0.035962,2015,321.9,Monsoon (Jun-Sep)
Kishoreganj,Dhaka,6,June,2821.62,1319.76,0.467733,2015,3054.2,Monsoon (Jun-Sep)
Kurigram,Rangpur,6,June,2481.86,167.72,0.067577,2015,388.1,Monsoon (Jun-Sep)
Kushtia,Khulna,6,June,1830.28,12.48,0.006818,2015,28.9,Monsoon (Jun-Sep)
Lakshmipur,Chittagong,6,June,1573.07,296.57,0.188531,2015,686.3,Monsoon (Jun-Sep)
Lalmonirhat,Rangpur,6,June,1381.75,11.89,0.008608,2015,27.5,Monsoon (Jun-Sep)
Madaripur,Dhaka,6,June,1257.23,17.63,0.014025,2015,40.8,Monsoon (Jun-Sep)
Magura,Khulna,6,June,1143.98,2.69,0.002349,2015,6.2,Monsoon (Jun-Sep)
Manikganj,Dhaka,6,June,1531.92,10.38,0.006777,2015,24.0,Monsoon (Jun-Sep)
Maulvibazar,Sylhet,6,June,2819.05,232.17,0.082356,2015,537.3,Monsoon (Jun-Sep)
Meherpur,Khulna,6,June,732.79,0.94,0.001279,2015,2.2,Monsoon (Jun-Sep)
Munshiganj,Dhaka,6,June,1036.66,44.44,0.042872,2015,102.8,Monsoon (Jun-Sep)
Mymensingh,Dhaka,6,June,4784.19,111.88,0.023385,2015,258.9,Monsoon (Jun-Sep)
Naogaon,Rajshahi,6,June,3824.58,17.79,0.004651,2015,41.2,Monsoon (Jun-Sep)
Narail,Khulna,6,June,1072.86,16.8,0.015661,2015,38.9,Monsoon (Jun-Sep)
Narayanganj,Dhaka,6,June,832.16,34.66,0.041656,2015,80.2,Monsoon (Jun-Sep)
Narsingdi,Dhaka,6,June,1281.34,100.34,0.078307,2015,232.2,Monsoon (Jun-Sep)
Natore,Rajshahi,6,June,2101.7,3.77,0.001793,2015,8.7,Monsoon (Jun-Sep)
Nawabganj,Rajshahi,6,June,1804.38,50.91,0.028215,2015,117.8,Monsoon (Jun-Sep)
Netrakona,Dhaka,6,June,3089.39,847.22,0.274235,2015,1960.6,Monsoon (Jun-Sep)
Nilphamari,Rangpur,6,June,1836.84,5.27,0.002867,2015,12.2,Monsoon (Jun-Sep)
Noakhali,Chittagong,6,June,2642.03,158.56,0.060014,2015,366.9,Monsoon (Jun-Sep)
Pabna,Rajshahi,6,June,2634.14,16.28,0.00618,2015,37.7,Monsoon (Jun-Sep)
Panchagarh,Rangpur,6,June,1548.93,3.04,0.001965,2015,7.0,Monsoon (Jun-Sep)
Patuakhali,Barisal,6,June,2730.09,365.69,0.133946,2015,846.3,Monsoon (Jun-Sep)
Pirojpur,Barisal,6,June,1365.69,173.07,0.126726,2015,400.5,Monsoon (Jun-Sep)
Rajbari,Dhaka,6,June,1249.73,3.58,0.002866,2015,8.3,Monsoon (Jun-Sep)
Rajshahi,Rajshahi,6,June,2664.72,41.62,0.01562,2015,96.3,Monsoon (Jun-Sep)
Rangamati,Chittagong,6,June,6226.79,126.73,0.020353,2015,293.3,Monsoon (Jun-Sep)
Rangpur,Rangpur,6,June,2572.65,5.42,0.002106,2015,12.5,Monsoon (Jun-Sep)
Satkhira,Khulna,6,June,3543.74,279.57,0.078893,2015,647.0,Monsoon (Jun-Sep)
Shariatpur,Dhaka,6,June,1362.06,54.65,0.040125,2015,126.5,Monsoon (Jun-Sep)
Sherpur,Dhaka,6,June,1455.19,19.01,0.01306,2015,44.0,Monsoon (Jun-Sep)
Sirajganj,Rajshahi,6,June,2755.65,62.93,0.022837,2015,145.6,Monsoon (Jun-Sep)
Sunamganj,Sylhet,6,June,4043.04,1887.82,0.466931,2015,4368.8,Monsoon (Jun-Sep)
Sylhet,Sylhet,6,June,3847.75,795.96,0.206863,2015,1842.0,Monsoon (Jun-Sep)
Tangail,Dhaka,6,June,3707.07,58.16,0.015689,2015,134.6,Monsoon (Jun-Sep)
Thakurgaon,Rangpur,6,June,2008.93,0.28,0.000139,2015,0.6,Monsoon (Jun-Sep)
Bagerhat,Khulna,7,July,3965.48,265.67,0.066997,2015,614.8,Monsoon (Jun-Sep)
Bandarban,Chittagong,7,July,5000.66,0.5,0.0001,2015,1.2,Monsoon (Jun-Sep)
Barguna,Barisal,7,July,1547.28,191.38,0.123685,2015,442.9,Monsoon (Jun-Sep)
Barisal,Barisal,7,July,2767.25,385.28,0.139227,2015,891.6,Monsoon (Jun-Sep)
Bhola,Barisal,7,July,2471.69,687.72,0.278239,2015,1591.5,Monsoon (Jun-Sep)
Bogra,Rajshahi,7,July,3233.63,197.25,0.061,2015,456.5,Monsoon (Jun-Sep)
Brahamanbaria,Chittagong,7,July,2104.07,513.9,0.244241,2015,1189.3,Monsoon (Jun-Sep)
Chandpur,Chittagong,7,July,1864.17,247.88,0.132969,2015,573.6,Monsoon (Jun-Sep)
Chittagong,Chittagong,7,July,4736.75,72.95,0.0154,2015,168.8,Monsoon (Jun-Sep)
Chuadanga,Khulna,7,July,1233.0,9.13,0.007405,2015,21.1,Monsoon (Jun-Sep)
Comilla,Chittagong,7,July,3351.85,96.76,0.028867,2015,223.9,Monsoon (Jun-Sep)
Cox's Bazar,Chittagong,7,July,2206.6,92.65,0.041987,2015,214.4,Monsoon (Jun-Sep)
Dhaka,Dhaka,7,July,1611.18,80.29,0.049831,2015,185.8,Monsoon (Jun-Sep)
Dinajpur,Rangpur,7,July,3829.09,12.13,0.003168,2015,28.1,Monsoon (Jun-Sep)
Faridpur,Dhaka,7,July,2227.54,119.96,0.053853,2015,277.6,Monsoon (Jun-Sep)
Feni,Chittagong,7,July,960.78,7.66,0.007975,2015,17.7,Monsoon (Jun-Sep)
Gaibandha,Rangpur,7,July,2410.25,272.02,0.112861,2015,629.5,Monsoon (Jun-Sep)
Gazipur,Dhaka,7,July,1940.74,66.28,0.034153,2015,153.4,Monsoon (Jun-Sep)
Gopalganj,Dhaka,7,July,1602.77,16.78,0.010467,2015,38.8,Monsoon (Jun-Sep)
Habiganj,Sylhet,7,July,2857.81,389.12,0.136159,2015,900.5,Monsoon (Jun-Sep)
Jamalpur,Dhaka,7,July,2272.36,131.9,0.058047,2015,305.2,Monsoon (Jun-Sep)
Jessore,Khulna,7,July,2784.67,73.24,0.0263,2015,169.5,Monsoon (Jun-Sep)
Jhalokati,Barisal,7,July,807.93,34.12,0.042233,2015,79.0,Monsoon (Jun-Sep)
Jhenaidah,Khulna,7,July,2143.29,25.45,0.011876,2015,58.9,Monsoon (Jun-Sep)
Joypurhat,Rajshahi,7,July,1081.54,13.15,0.012163,2015,30.4,Monsoon (Jun-Sep)
Khagrachhari,Chittagong,7,July,3108.48,0.2,6.4e-05,2015,0.5,Monsoon (Jun-Sep)
Khulna,Khulna,7,July,3867.73,343.72,0.088868,2015,795.4,Monsoon (Jun-Sep)
Kishoreganj,Dhaka,7,July,2821.62,1338.68,0.474438,2015,3097.9,Monsoon (Jun-Sep)
Kurigram,Rangpur,7,July,2481.86,487.33,0.196358,2015,1127.8,Monsoon (Jun-Sep)
Kushtia,Khulna,7,July,1830.28,53.16,0.029046,2015,123.0,Monsoon (Jun-Sep)
Lakshmipur,Chittagong,7,July,1573.07,299.43,0.190346,2015,692.9,Monsoon (Jun-Sep)
Lalmonirhat,Rangpur,7,July,1381.75,50.27,0.03638,2015,116.3,Monsoon (Jun-Sep)
Madaripur,Dhaka,7,July,1257.23,42.07,0.033465,2015,97.4,Monsoon (Jun-Sep)
Magura,Khulna,7,July,1143.98,30.45,0.026617,2015,70.5,Monsoon (Jun-Sep)
Manikganj,Dhaka,7,July,1531.92,168.69,0.110116,2015,390.4,Monsoon (Jun-Sep)
Maulvibazar,Sylhet,7,July,2819.05,210.8,0.074776,2015,487.8,Monsoon (Jun-Sep)
Meherpur,Khulna,7,July,732.79,1.54,0.002108,2015,3.6,Monsoon (Jun-Sep)
Munshiganj,Dhaka,7,July,1036.66,86.34,0.083289,2015,199.8,Monsoon (Jun-Sep)
Mymensingh,Dhaka,7,July,4784.19,76.61,0.016013,2015,177.3,Monsoon (Jun-Sep)
Naogaon,Rajshahi,7,July,3824.58,249.08,0.065125,2015,576.4,Monsoon (Jun-Sep)
Narail,Khulna,7,July,1072.86,35.8,0.033368,2015,82.8,Monsoon (Jun-Sep)
Narayanganj,Dhaka,7,July,832.16,52.79,0.063432,2015,122.2,Monsoon (Jun-Sep)
Narsingdi,Dhaka,7,July,1281.34,133.22,0.103971,2015,308.3,Monsoon (Jun-Sep)
Natore,Rajshahi,7,July,2101.7,83.35,0.039658,2015,192.9,Monsoon (Jun-Sep)
Nawabganj,Rajshahi,7,July,1804.38,92.37,0.051193,2015,213.8,Monsoon (Jun-Sep)
Netrakona,Dhaka,7,July,3089.39,837.58,0.271116,2015,1938.3,Monsoon (Jun-Sep)
Nilphamari,Rangpur,7,July,1836.84,20.46,0.011137,2015,47.3,Monsoon (Jun-Sep)
Noakhali,Chittagong,7,July,2642.03,118.1,0.0447,2015,273.3,Monsoon (Jun-Sep)
Pabna,Rajshahi,7,July,2634.14,249.28,0.094633,2015,576.9,Monsoon (Jun-Sep)
Panchagarh,Rangpur,7,July,1548.93,7.35,0.004743,2015,17.0,Monsoon (Jun-Sep)
Patuakhali,Barisal,7,July,2730.09,264.15,0.096756,2015,611.3,Monsoon (Jun-Sep)
Pirojpur,Barisal,7,July,1365.69,95.22,0.069722,2015,220.4,Monsoon (Jun-Sep)
Rajbari,Dhaka,7,July,1249.73,108.81,0.087065,2015,251.8,Monsoon (Jun-Sep)
Rajshahi,Rajshahi,7,July,2664.72,155.61,0.058396,2015,360.1,Monsoon (Jun-Sep)
Rangamati,Chittagong,7,July,6226.79,220.53,0.035417,2015,510.3,Monsoon (Jun-Sep)
Rangpur,Rangpur,7,July,2572.65,31.83,0.012374,2015,73.7,Monsoon (Jun-Sep)
Satkhira,Khulna,7,July,3543.04,438.96,0.123892,2015,1015.8,Monsoon (Jun-Sep)
Shariatpur,Dhaka,7,July,1362.06,150.12,0.110219,2015,347.4,Monsoon (Jun-Sep)
Sherpur,Dhaka,7,July,1455.19,19.67,0.013519,2015,45.5,Monsoon (Jun-Sep)
Sirajganj,Rajshahi,7,July,2755.65,490.82,0.178113,2015,1135.8,Monsoon (Jun-Sep)
Sunamganj,Sylhet,7,July,4043.04,1956.67,0.483959,2015,4528.1,Monsoon (Jun-Sep)
Sylhet,Sylhet,7,July,3847.75,345.62,0.089824,2015,799.8,Monsoon (Jun-Sep)
Tangail,Dhaka,7,July,3707.07,223.83,0.060378,2015,518.0,Monsoon (Jun-Sep)
Thakurgaon,Rangpur,7,July,2008.93,1.59,0.000792,2015,3.7,Monsoon (Jun-Sep)
Bagerhat,Khulna,8,August,3965.49,228.93,0.057731,2015,529.8,Monsoon (Jun-Sep)
Bandarban,Chittagong,8,August,5000.66,0.48,9.6e-05,2015,1.1,Monsoon (Jun-Sep)
Barguna,Barisal,8,August,1547.28,161.81,0.104575,2015,374.5,Monsoon (Jun-Sep)
Barisal,Barisal,8,August,2767.25,367.6,0.13284,2015,850.7,Monsoon (Jun-Sep)
Bhola,Barisal,8,August,2471.69,640.5,0.259135,2015,1482.2,Monsoon (Jun-Sep)
Bogra,Rajshahi,8,August,3233.63,203.76,0.063013,2015,471.5,Monsoon (Jun-Sep)
Brahamanbaria,Chittagong,8,August,2104.07,451.25,0.214464,2015,1044.3,Monsoon (Jun-Sep)
Chandpur,Chittagong,8,August,1864.17,233.07,0.125026,2015,539.4,Monsoon (Jun-Sep)
Chittagong,Chittagong,8,August,4736.75,77.26,0.016311,2015,178.8,Monsoon (Jun-Sep)
Chuadanga,Khulna,8,August,1233.0,7.02,0.005696,2015,16.2,Monsoon (Jun-Sep)
Comilla,Chittagong,8,August,3351.85,99.59,0.029713,2015,230.5,Monsoon (Jun-Sep)
Cox's Bazar,Chittagong,8,August,2206.6,124.03,0.056209,2015,287.0,Monsoon (Jun-Sep)
Dhaka,Dhaka,8,August,1611.18,93.92,0.05829,2015,217.3,Monsoon (Jun-Sep)
Dinajpur,Rangpur,8,August,3829.09,16.01,0.004182,2015,37.1,Monsoon (Jun-Sep)
Faridpur,Dhaka,8,August,2227.54,190.45,0.085499,2015,440.7,Monsoon (Jun-Sep)
Feni,Chittagong,8,August,960.78,10.16,0.010575,2015,23.5,Monsoon (Jun-Sep)
Gaibandha,Rangpur,8,August,2410.25,278.11,0.115385,2015,643.6,Monsoon (Jun-Sep)
Gazipur,Dhaka,8,August,1940.74,72.26,0.037236,2015,167.2,Monsoon (Jun-Sep)
Gopalganj,Dhaka,8,August,1602.77,22.99,0.014344,2015,53.2,Monsoon (Jun-Sep)
Habiganj,Sylhet,8,August,2857.81,316.02,0.110579,2015,731.3,Monsoon (Jun-Sep)
Jamalpur,Dhaka,8,August,2272.36,156.44,0.068844,2015,362.0,Monsoon (Jun-Sep)
Jessore,Khulna,8,August,2784.67,125.72,0.045146,2015,290.9,Monsoon (Jun-Sep)
Jhalokati,Barisal,8,August,807.93,29.39,0.036379,2015,68.0,Monsoon (Jun-Sep)
Jhenaidah,Khulna,8,August,2143.27,30.75,0.014349,2015,71.2,Monsoon (Jun-Sep)
Joypurhat,Rajshahi,8,August,1081.54,3.89,0.003597,2015,9.0,Monsoon (Jun-Sep)
Khagrachhari,Chittagong,8,August,3108.48,2.94,0.000945,2015,6.8,Monsoon (Jun-Sep)
Khulna,Khulna,8,August,3867.71,301.7,0.078004,2015,698.2,Monsoon (Jun-Sep)
Kishoreganj,Dhaka,8,August,2821.62,1225.62,0.434369,2015,2836.3,Monsoon (Jun-Sep)
Kurigram,Rangpur,8,August,2481.86,494.52,0.199254,2015,1144.4,Monsoon (Jun-Sep)
Kushtia,Khulna,8,August,1830.28,107.2,0.05857,2015,248.1,Monsoon (Jun-Sep)
Lakshmipur,Chittagong,8,August,1573.07,283.34,0.180119,2015,655.7,Monsoon (Jun-Sep)
Lalmonirhat,Rangpur,8,August,1381.75,60.13,0.043519,2015,139.2,Monsoon (Jun-Sep)
Madaripur,Dhaka,8,August,1257.23,48.72,0.038749,2015,112.7,Monsoon (Jun-Sep)
Magura,Khulna,8,August,1143.98,56.73,0.049587,2015,131.3,Monsoon (Jun-Sep)
Manikganj,Dhaka,8,August,1531.92,197.15,0.128696,2015,456.2,Monsoon (Jun-Sep)
Maulvibazar,Sylhet,8,August,2819.05,280.34,0.099444,2015,648.8,Monsoon (Jun-Sep)
Meherpur,Khulna,8,August,732.79,2.19,0.002991,2015,5.1,Monsoon (Jun-Sep)
Munshiganj,Dhaka,8,August,1036.66,86.54,0.083479,2015,200.3,Monsoon (Jun-Sep)
Mymensingh,Dhaka,8,August,4784.19,70.51,0.014738,2015,163.2,Monsoon (Jun-Sep)
Naogaon,Rajshahi,8,August,3823.82,209.9,0.054892,2015,485.7,Monsoon (Jun-Sep)
Narail,Khulna,8,August,1072.86,29.3,0.027313,2015,67.8,Monsoon (Jun-Sep)
Narayanganj,Dhaka,8,August,832.16,58.5,0.070301,2015,135.4,Monsoon (Jun-Sep)
Narsingdi,Dhaka,8,August,1281.34,132.38,0.103311,2015,306.4,Monsoon (Jun-Sep)
Natore,Rajshahi,8,August,2101.7,121.49,0.057808,2015,281.1,Monsoon (Jun-Sep)
Nawabganj,Rajshahi,8,August,1804.38,137.42,0.076159,2015,318.0,Monsoon (Jun-Sep)
Netrakona,Dhaka,8,August,3089.39,511.23,0.165478,2015,1183.1,Monsoon (Jun-Sep)
Nilphamari,Rangpur,8,August,1836.84,22.36,0.012172,2015,51.7,Monsoon (Jun-Sep)
Noakhali,Chittagong,8,August,2642.03,126.71,0.047961,2015,293.2,Monsoon (Jun-Sep)
Pabna,Rajshahi,8,August,2634.14,349.07,0.132519,2015,807.8,Monsoon (Jun-Sep)
Panchagarh,Rangpur,8,August,1548.93,10.3,0.006648,2015,23.8,Monsoon (Jun-Sep)
Patuakhali,Barisal,8,August,2730.09,253.72,0.092935,2015,587.2,Monsoon (Jun-Sep)
Pirojpur,Barisal,8,August,1365.69,88.58,0.064862,2015,205.0,Monsoon (Jun-Sep)
Rajbari,Dhaka,8,August,1249.73,171.51,0.13724,2015,396.9,Monsoon (Jun-Sep)
Rajshahi,Rajshahi,8,August,2664.72,155.96,0.058526,2015,360.9,Monsoon (Jun-Sep)
Rangamati,Chittagong,8,August,6226.79,343.37,0.055144,2015,794.6,Monsoon (Jun-Sep)
Rangpur,Rangpur,8,August,2572.65,47.88,0.018609,2015,110.8,Monsoon (Jun-Sep)
Satkhira,Khulna,8,August,3543.05,495.12,0.139745,2015,1145.8,Monsoon (Jun-Sep)
Shariatpur,Dhaka,8,August,1362.06,136.17,0.099975,2015,315.1,Monsoon (Jun-Sep)
Sherpur,Dhaka,8,August,1455.19,33.5,0.023019,2015,77.5,Monsoon (Jun-Sep)
Sirajganj,Rajshahi,8,August,2755.65,548.78,0.199148,2015,1270.0,Monsoon (Jun-Sep)
Sunamganj,Sylhet,8,August,4043.04,1396.18,0.345328,2015,3231.0,Monsoon (Jun-Sep)
Sylhet,Sylhet,8,August,3847.75,599.76,0.155872,2015,1388.0,Monsoon (Jun-Sep)
Tangail,Dhaka,8,August,3707.07,195.26,0.052672,2015,451.9,Monsoon (Jun-Sep)
Thakurgaon,Rangpur,8,August,2008.93,2.98,0.001483,2015,6.9,Monsoon (Jun-Sep)
Bagerhat,Khulna,9,September,3965.62,158.31,0.039922,2015,366.4,Monsoon (Jun-Sep)
Bandarban,Chittagong,9,September,5000.66,1.58,0.000317,2015,3.7,Monsoon (Jun-Sep)
Barguna,Barisal,9,September,1547.28,192.79,0.124601,2015,446.2,Monsoon (Jun-Sep)
Barisal,Barisal,9,September,2767.25,485.86,0.175573,2015,1124.4,Monsoon (Jun-Sep)
Bhola,Barisal,9,September,2468.94,718.73,0.291111,2015,1663.3,Monsoon (Jun-Sep)
Bogra,Rajshahi,9,September,3233.63,256.8,0.079416,2015,594.3,Monsoon (Jun-Sep)
Brahamanbaria,Chittagong,9,September,2104.07,643.21,0.305699,2015,1488.5,Monsoon (Jun-Sep)
Chandpur,Chittagong,9,September,1864.17,269.9,0.144781,2015,624.6,Monsoon (Jun-Sep)
